episode,reward,eps,n_states
0,1943.8880000000015,1.0,101
1,1657.7560000000003,0.997,125
2,1940.8640000000007,0.9941,162
3,1895.9800000000002,0.9911,190
4,1845.5790000000004,0.9881,210
5,1890.3329999999992,0.9852,228
6,1718.1260000000002,0.9822,234
7,1828.9050000000004,0.9792,247
8,2141.0180000000005,0.9762,253
9,1885.3790000000017,0.9733,265
10,1846.2630000000013,0.9703,272
11,1965.9120000000016,0.9673,283
12,1922.8290000000006,0.9644,289
13,1801.5510000000015,0.9614,293
14,1822.762000000001,0.9584,305
15,1706.150999999999,0.9555,309
16,1893.4009999999994,0.9525,317
17,1912.9340000000004,0.9495,327
18,1710.2409999999988,0.9466,335
19,1885.9560000000004,0.9436,337
20,1866.8420000000008,0.9406,341
21,1718.181,0.9377,345
22,1776.9790000000012,0.9347,347
23,1757.4920000000009,0.9317,351
24,1795.6400000000006,0.9287,357
25,1838.8639999999998,0.9258,363
26,1783.5610000000004,0.9228,366
27,1819.6140000000003,0.9198,367
28,1854.5780000000002,0.9169,376
29,1922.9140000000011,0.9139,381
30,1849.489000000001,0.9109,392
31,1787.7000000000014,0.908,397
32,2040.2590000000014,0.905,401
33,1935.4440000000004,0.902,405
34,2083.8100000000004,0.8991,407
35,2102.5650000000005,0.8961,411
36,1988.3120000000008,0.8931,414
37,2033.115,0.8902,416
38,1833.5759999999989,0.8872,417
39,1802.1509999999996,0.8842,423
40,2011.9750000000013,0.8812,425
41,1760.0250000000008,0.8783,425
42,1762.468000000001,0.8753,430
43,1944.2100000000003,0.8723,433
44,1905.1680000000003,0.8694,438
45,1866.6270000000004,0.8664,440
46,1780.1499999999996,0.8634,440
47,1888.7890000000004,0.8605,443
48,1828.6270000000004,0.8575,450
49,2018.4649999999992,0.8545,451
50,1844.2580000000005,0.8516,454
51,1898.3520000000005,0.8486,455
52,1896.678000000002,0.8456,460
53,2037.7710000000013,0.8427,460
54,1916.5519999999992,0.8397,461
55,1806.8180000000013,0.8367,461
56,1973.7380000000007,0.8337,463
57,1962.0530000000003,0.8308,463
58,1715.891000000001,0.8278,467
59,1956.772999999999,0.8248,467
60,1962.2490000000003,0.8219,469
61,1723.1380000000006,0.8189,470
62,1970.5789999999997,0.8159,471
63,1963.430000000001,0.813,473
64,1849.184000000001,0.81,474
65,1779.943000000001,0.807,478
66,1955.2620000000002,0.8041,479
67,1899.4140000000014,0.8011,482
68,1853.462000000001,0.7981,483
69,1900.8960000000004,0.7952,484
70,2058.094000000001,0.7922,485
71,1685.4049999999997,0.7892,486
72,1846.7059999999994,0.7863,488
73,1888.2050000000008,0.7833,491
74,1709.7300000000005,0.7803,492
75,1825.7760000000007,0.7773,492
76,2052.5040000000004,0.7744,492
77,1932.0630000000006,0.7714,493
78,1780.0370000000012,0.7684,497
79,2092.078000000001,0.7655,498
80,1992.662000000001,0.7625,500
81,1807.3290000000009,0.7595,502
82,1738.9780000000007,0.7566,505
83,2010.0220000000008,0.7536,506
84,1842.5990000000015,0.7506,508
85,1938.2100000000005,0.7477,508
86,1818.3470000000011,0.7447,509
87,1707.787,0.7417,512
88,1798.8070000000005,0.7388,515
89,1835.9910000000004,0.7358,517
90,1855.4690000000012,0.7328,522
91,1909.1790000000005,0.7298,524
92,1811.8030000000003,0.7269,525
93,1700.1460000000009,0.7239,525
94,2097.148,0.7209,525
95,2059.9840000000013,0.718,527
96,2044.3260000000005,0.715,528
97,1652.635,0.712,530
98,1848.6420000000007,0.7091,531
99,1879.8820000000003,0.7061,531
100,1943.5370000000012,0.7031,533
101,1747.1660000000006,0.7002,535
102,1942.0710000000015,0.6972,535
103,1898.2660000000005,0.6942,535
104,1813.0480000000014,0.6913,538
105,1939.5920000000021,0.6883,538
106,1788.2120000000007,0.6853,538
107,2204.0390000000016,0.6823,541
108,1746.9269999999992,0.6794,542
109,1715.4510000000005,0.6764,544
110,1835.0720000000006,0.6734,545
111,1952.1420000000005,0.6705,545
112,1788.990000000001,0.6675,547
113,1751.3699999999997,0.6645,549
114,1771.5130000000006,0.6616,549
115,1951.9249999999993,0.6586,550
116,1848.5240000000015,0.6556,552
117,1805.0730000000012,0.6527,553
118,1907.5970000000002,0.6497,556
119,1855.4940000000008,0.6467,556
120,1769.779000000001,0.6438,558
121,1819.3420000000008,0.6408,559
122,1796.3259999999993,0.6378,560
123,1714.2910000000006,0.6348,560
124,1988.4170000000006,0.6319,560
125,1974.003000000001,0.6289,561
126,1657.2879999999996,0.6259,563
127,1732.3450000000005,0.623,564
128,1974.3720000000014,0.62,566
129,2173.7670000000003,0.617,568
130,1842.4699999999998,0.6141,568
131,1927.6490000000003,0.6111,570
132,1765.1010000000003,0.6081,571
133,1653.8360000000005,0.6052,572
134,1731.5300000000002,0.6022,575
135,1901.5629999999996,0.5992,577
136,1857.7880000000011,0.5962,578
137,1769.9690000000003,0.5933,579
138,1754.3220000000001,0.5903,583
139,1744.162,0.5873,583
140,1883.4290000000005,0.5844,583
141,1838.1500000000008,0.5814,585
142,1884.5330000000008,0.5784,585
143,2166.1720000000014,0.5755,586
144,1881.9020000000005,0.5725,586
145,1900.7819999999997,0.5695,586
146,1900.7200000000014,0.5666,589
147,1802.365,0.5636,589
148,1760.515,0.5606,589
149,1824.386,0.5577,589
150,1802.7400000000005,0.5547,589
151,1754.9110000000003,0.5517,590
152,1665.1190000000001,0.5488,591
153,1961.2250000000015,0.5458,592
154,1646.0949999999998,0.5428,593
155,1949.551000000001,0.5398,593
156,1804.9230000000014,0.5369,594
157,1900.1049999999996,0.5339,595
158,1810.352000000001,0.5309,596
159,1954.6670000000008,0.528,597
160,1805.5689999999997,0.525,600
161,1637.9899999999998,0.522,601
162,1823.8149999999996,0.5191,602
163,1787.4789999999991,0.5161,603
164,1893.7000000000003,0.5131,604
165,1742.823000000001,0.5102,604
166,1941.3690000000006,0.5072,605
167,1840.9300000000003,0.5042,606
168,1957.6180000000013,0.5012,606
169,2007.0350000000012,0.4983,607
170,1947.6520000000003,0.4953,608
171,1935.2459999999999,0.4923,608
172,1948.4480000000005,0.4894,610
173,1868.5560000000003,0.4864,611
174,1972.4299999999996,0.4834,611
175,1889.268000000001,0.4805,612
176,1778.5660000000005,0.4775,615
177,1682.312000000001,0.4745,615
178,1717.8590000000006,0.4716,615
179,1901.4960000000005,0.4686,615
180,2036.4120000000012,0.4656,616
181,1893.0040000000013,0.4627,616
182,1948.8360000000007,0.4597,617
183,2048.8990000000013,0.4567,618
184,1936.5720000000008,0.4538,620
185,1864.2710000000015,0.4508,620
186,1858.3220000000003,0.4478,621
187,1862.738000000001,0.4448,623
188,1789.073000000001,0.4419,623
189,1911.6860000000008,0.4389,623
190,1788.9660000000008,0.4359,624
191,1991.7830000000017,0.433,624
192,1809.0310000000004,0.43,625
193,1742.2250000000008,0.427,626
194,1766.5619999999994,0.4241,626
195,2019.5710000000008,0.4211,626
196,1979.0050000000017,0.4181,628
197,1727.427,0.4152,628
198,1948.4389999999999,0.4122,629
199,1773.414000000001,0.4092,629
200,1911.4590000000017,0.4062,629
201,1927.9150000000016,0.4033,629
202,1927.0020000000002,0.4003,630
203,2091.063000000001,0.3973,631
204,2003.2039999999997,0.3944,631
205,1832.4560000000004,0.3914,633
206,2063.7390000000005,0.3884,634
207,1974.7290000000012,0.3855,634
208,1727.5169999999998,0.3825,634
209,1815.195,0.3795,635
210,1826.5740000000003,0.3766,636
211,1767.328000000001,0.3736,638
212,1865.1739999999998,0.3706,640
213,1850.0449999999996,0.3677,640
214,1713.372,0.3647,641
215,1744.6090000000008,0.3617,641
216,1834.174000000001,0.3588,644
217,1752.9660000000013,0.3558,644
218,1949.5990000000013,0.3528,645
219,1850.9990000000016,0.3498,648
220,1753.865,0.3469,648
221,1672.2339999999997,0.3439,648
222,1596.178,0.3409,649
223,2005.549000000001,0.338,649
224,1626.2910000000002,0.335,650
225,1947.7759999999996,0.332,650
226,2188.530000000001,0.3291,651
227,1798.448000000001,0.3261,653
228,1896.8870000000006,0.3231,654
229,1897.240000000001,0.3202,656
230,1901.2430000000004,0.3172,658
231,1975.1889999999996,0.3142,658
232,1870.770000000001,0.3113,660
233,1618.4669999999994,0.3083,660
234,1898.0800000000013,0.3053,660
235,1907.8740000000012,0.3023,660
236,1881.953000000001,0.2994,662
237,1577.1349999999998,0.2964,664
238,1841.6070000000009,0.2934,664
239,1846.427000000001,0.2905,666
240,1790.630000000001,0.2875,666
241,1769.2440000000008,0.2845,666
242,2070.4580000000014,0.2816,666
243,1970.8260000000005,0.2786,666
244,1864.8040000000003,0.2756,668
245,1733.1530000000014,0.2727,669
246,1952.4750000000006,0.2697,669
247,1946.709,0.2667,670
248,1848.0470000000003,0.2638,671
249,1879.380000000002,0.2608,671
250,1770.5910000000006,0.2578,671
251,1745.5749999999985,0.2548,673
252,1909.7400000000002,0.2519,673
253,1894.9959999999999,0.2489,674
254,1815.2620000000013,0.2459,674
255,1938.449,0.243,677
256,1787.5469999999993,0.24,677
257,2134.5340000000006,0.237,677
258,1861.080000000001,0.2341,677
259,1892.9290000000012,0.2311,677
260,1898.3529999999994,0.2281,677
261,1850.556000000001,0.2252,679
262,1974.8950000000007,0.2222,679
263,1906.6700000000003,0.2192,679
264,1724.3180000000013,0.2163,679
265,1880.3930000000016,0.2133,679
266,1876.049000000001,0.2103,680
267,1494.2970000000005,0.2073,681
268,1834.4570000000022,0.2044,681
269,1607.2640000000001,0.2014,681
270,1700.6079999999995,0.1984,681
271,1750.4680000000003,0.1955,681
272,1806.366,0.1925,681
273,1771.991000000001,0.1895,682
274,1927.9819999999995,0.1866,682
275,1691.2379999999998,0.1836,682
276,1775.6540000000002,0.1806,683
277,1948.321,0.1777,684
278,2014.078000000001,0.1747,685
279,1942.928,0.1717,686
280,1773.9720000000007,0.1688,686
281,1914.2510000000004,0.1658,686
282,1921.122000000001,0.1628,686
283,1721.545000000001,0.1598,686
284,1868.3690000000004,0.1569,689
285,1881.9770000000012,0.1539,690
286,2055.250000000001,0.1509,691
287,1832.3090000000004,0.148,691
288,1867.299,0.145,692
289,2060.92,0.142,692
290,2010.2560000000014,0.1391,692
291,1751.5820000000008,0.1361,693
292,1863.829000000001,0.1331,694
293,1696.5110000000009,0.1302,694
294,1983.0109999999997,0.1272,694
295,1901.0210000000006,0.1242,694
296,1801.1080000000013,0.1212,694
297,1794.0430000000015,0.1183,694
298,1805.6730000000005,0.1153,695
299,2037.747,0.1123,695
300,2028.4270000000017,0.1094,696
301,2039.382,0.1064,696
302,1931.9610000000014,0.1034,699
303,1729.8900000000015,0.1005,699
304,2020.2170000000012,0.0975,699
305,1776.286,0.0945,699
306,1887.9910000000011,0.0916,699
307,1774.5270000000005,0.0886,702
308,1991.6510000000005,0.0856,703
309,1701.9710000000002,0.0827,704
310,1913.7770000000007,0.0797,705
311,1851.7250000000013,0.0767,706
312,1782.174,0.0738,706
313,1729.2170000000003,0.0708,706
314,1970.4610000000011,0.0678,707
315,1878.097000000001,0.0648,707
316,1892.4580000000014,0.0619,709
317,1780.6530000000007,0.0589,709
318,2008.1160000000011,0.0559,709
319,1888.9980000000007,0.053,709
320,2038.4620000000004,0.05,710
321,1936.754000000001,0.05,710
322,1656.5970000000002,0.05,712
323,1949.2470000000012,0.05,713
324,1920.2179999999992,0.05,713
325,1837.5659999999993,0.05,714
326,1708.6620000000003,0.05,717
327,2101.6540000000005,0.05,717
328,1855.5259999999996,0.05,717
329,1880.4380000000006,0.05,717
330,1857.7600000000002,0.05,717
331,1796.9890000000007,0.05,717
332,1849.4400000000007,0.05,717
333,1835.3250000000012,0.05,717
334,1962.6899999999998,0.05,717
335,2034.8790000000001,0.05,718
336,1880.6810000000003,0.05,719
337,2099.1790000000015,0.05,719
338,1651.601000000001,0.05,720
339,1982.804000000001,0.05,720
340,1814.767,0.05,720
341,1609.7930000000003,0.05,721
342,1874.156000000001,0.05,721
343,1900.3800000000008,0.05,721
344,1903.4410000000012,0.05,721
345,1691.7710000000013,0.05,721
346,2017.2370000000008,0.05,721
347,1865.0780000000002,0.05,721
348,1976.140000000001,0.05,723
349,1685.4470000000003,0.05,724
350,1809.6300000000008,0.05,726
351,1892.198000000001,0.05,726
352,1949.757000000001,0.05,726
353,1856.7009999999998,0.05,726
354,1936.3370000000011,0.05,726
355,1806.019,0.05,728
356,1795.1439999999996,0.05,728
357,1658.0539999999999,0.05,729
358,1767.8410000000003,0.05,729
359,1889.8030000000015,0.05,729
360,1934.0410000000008,0.05,729
361,1619.7449999999997,0.05,730
362,1886.1720000000003,0.05,730
363,1878.0580000000002,0.05,730
364,2024.6110000000008,0.05,731
365,1692.3000000000004,0.05,731
366,1801.727,0.05,731
367,1900.1410000000008,0.05,731
368,2043.1460000000009,0.05,732
369,1757.7899999999997,0.05,732
370,2111.187000000001,0.05,732
371,1892.4490000000008,0.05,732
372,1732.627000000001,0.05,732
373,1556.5879999999988,0.05,733
374,1898.3600000000004,0.05,733
375,2085.584999999999,0.05,734
376,1925.344000000001,0.05,735
377,1819.0030000000006,0.05,737
378,1899.8850000000007,0.05,737
379,1637.4330000000002,0.05,737
380,1911.034000000001,0.05,737
381,1771.7090000000007,0.05,737
382,1787.957000000001,0.05,738
383,1793.670999999999,0.05,738
384,1765.7729999999992,0.05,738
385,1830.3210000000008,0.05,739
386,1881.8139999999992,0.05,739
387,1929.283000000001,0.05,739
388,1860.6970000000006,0.05,740
389,2125.4879999999994,0.05,741
390,1944.9999999999998,0.05,741
391,1850.4000000000017,0.05,742
392,1996.5550000000007,0.05,742
393,2057.2349999999997,0.05,742
394,1884.4170000000013,0.05,742
395,1731.0220000000006,0.05,743
396,1922.6400000000006,0.05,743
397,1819.596,0.05,743
398,1753.1870000000013,0.05,743
399,1854.0430000000013,0.05,743
